# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   2.0000000000e-03   3.2360529597e+02  -7.3879520235e+03   2.7921015280e-03   1.0842015907e+00   2.0261838770e-05   1.0272986785e-12   6.1298892649e-12   2.3041059129e-01   3.2566655263e-09   1.3371957919e-03   8.1130850362e-07   2.2428692159e-12   9.3123561658e-14   9.4758349471e-06   1.3145625572e-03   7.1507815919e-04   7.1956573816e-04   1.9342151740e-12   6.4542177871e-06   3.5068980237e-16   7.6546600000e-01
   6.0000000000e-03   6.0000000000e-03   3.7014677612e+02  -2.5979009868e+04   8.3731974282e-03   9.4389390025e-01   6.0764930066e-05   6.7331484419e-12   1.8709541022e-11   2.2523414230e-01   9.7750311332e-09   4.0100825085e-03   2.4323854780e-06   1.2684033217e-11   7.7724409113e-13   2.8406171563e-05   3.9444596822e-03   2.1444320430e-03   2.1579179465e-03   1.2953804824e-11   1.9352205047e-05   4.6823623677e-15   7.6239800000e-01
   1.0000000000e-02   1.0000000000e-02   4.1570632457e+02  -4.4570067703e+04   1.3944979711e-02   8.3693245571e-01   1.0120631610e-04   2.1719585890e-11   3.4034927962e-11   2.2006479021e-01   1.6460388179e-08   6.6784584666e-03   4.0512038914e-06   2.9773574279e-11   2.0638867083e-12   4.7274055899e-05   6.5766693622e-03   3.5713804962e-03   3.5939344323e-03   3.5684363084e-11   3.2218871966e-05   2.1318398098e-14   7.5933000000e-01
   1.4000000000e-02   1.4000000000e-02   4.6017989447e+02  -6.3161125538e+04   1.9501267089e-02   7.5290140209e-01   1.4154503872e-04   5.4729822464e-11   5.6809688531e-11   2.1490724223e-01   2.3606143902e-08   9.3393300464e-03   5.6691015244e-06   5.3033347490e-11   3.9570146854e-12   6.6040042071e-05   9.2127244283e-03   4.9943269119e-03   5.0260650921e-03   7.2987841036e-11   4.5033263776e-05   6.4798147231e-14   7.5626200000e-01
   1.8000000000e-02   1.8000000000e-02   5.0347386071e+02  -8.1752183373e+04   2.5035920726e-02   6.8530947658e-01   1.8174041067e-04   1.2257097101e-10   9.5194400607e-11   2.0976617231e-01   3.1545422152e-08   1.1989724258e-02   7.2885932550e-06   8.3275344155e-11   6.5330470575e-12   8.4666253703e-05   1.1854146113e-02   6.4116856263e-03   6.4527704309e-03   1.2958731738e-10   5.7774025316e-05   1.5889351879e-13   7.5319400000e-01
   2.2000000000e-02   2.2000000000e-02   5.4550949680e+02  -1.0034324121e+05   3.0542861082e-02   6.2989603303e-01   2.2175213233e-04   2.5589858224e-10   1.6378293287e-10   2.0464620944e-01   4.0539667987e-08   1.4626696850e-02   8.9126519639e-06   1.2198030867e-10   9.9072916682e-12   1.0311659951e-04   1.4502440030e-02   7.8218863399e-03   7.8725257596e-03   2.1268476967e-10   7.0418893046e-05   3.4101761779e-13   7.5012600000e-01
   2.6000000000e-02   2.6000000000e-02   5.8622509768e+02  -1.1893429904e+05   3.6016084315e-02   5.8374649534e-01   2.6154042043e-04   5.0532301126e-10   2.8906334677e-10   1.9955192629e-01   5.0689237057e-08   1.7247340159e-02   1.0544033158e-05   1.7068809625e-10   1.4189026061e-11   1.2135723942e-04   1.7159092035e-02   9.2233784202e-03   9.2838253155e-03   3.3198244041e-10   8.2944090347e-05   6.6714288321e-13   7.4705800000e-01
   3.0000000000e-02   3.0000000000e-02   6.2557620915e+02  -1.3752535688e+05   4.1449678252e-02   5.4479902086e-01   3.0106615352e-04   9.4629406342e-10   5.1809770060e-10   1.9448782804e-01   6.1912194865e-08   1.9848790708e-02   1.2184626731e-05   2.3062257150e-10   1.9445393907e-11   1.3935725053e-04   1.9825563944e-02   1.0614635096e-02   1.0685186296e-02   4.9964890895e-10   9.5323757282e-05   1.2160100720e-12   7.4399000000e-01
   3.4000000000e-02   3.4000000000e-02   6.6353450216e+02  -1.5611641471e+05   4.6837837932e-02   5.1155410146e-01   3.4029103600e-04   1.6809803737e-09   9.3029708932e-10   1.8945834144e-01   7.4001033842e-08   2.2428236570e-02   1.3834856143e-05   3.0264447506e-10   2.5693068288e-11   1.5708945777e-04   2.2503289107e-02   1.1994157534e-02   1.2075152792e-02   7.3072168377e-10   1.0752953035e-04   2.0913294803e-12   7.4092200000e-01
   3.8000000000e-02   3.8000000000e-02   7.0008581384e+02  -1.7470747255e+05   5.2174880689e-02   4.8289572660e-01   3.7917777844e-04   2.8355135393e-09   1.6500937241e-09   1.8446780390e-01   8.6725727842e-08   2.4982924522e-02   1.5493158561e-05   3.8752749853e-10   3.2921425409e-11   1.7453139397e-04   2.5193667837e-02   1.3360478779e-02   1.3452299611e-02   1.0442014416e-09   1.1953034116e-04   3.4169113586e-12   7.3785400000e-01
   4.2000000000e-02   4.2000000000e-02   7.3522779634e+02  -1.9329853038e+05   5.7455260738e-02   4.5797694053e-01   4.1769028687e-04   4.5515160100e-09   2.8555278582e-09   1.7952045277e-01   9.9933501935e-08   2.7510166973e-02   1.7155582598e-05   4.8641881824e-10   4.1134016047e-11   1.9166632169e-04   2.7898062803e-02   1.4712167516e-02   1.4815235962e-02   1.4644844878e-09   1.3129245081e-04   5.3064164040e-12   7.3478600000e-01
   4.6000000000e-02   4.6000000000e-02   7.6896750432e+02  -2.1188958822e+05   6.2673583118e-02   4.3614415371e-01   4.5579384966e-04   6.9718560000e-09   4.7757943835e-09   1.7462041487e-01   1.1360596349e-07   3.0007348653e-02   1.8815539886e-05   6.0127421625e-10   5.0387223852e-11   2.0848418704e-04   3.0617794553e-02   1.6047831630e-02   1.6162608985e-02   2.0222753498e-09   1.4277969596e-04   7.8072891364e-12   7.3171800000e-01
   5.0000000000e-02   5.0000000000e-02   8.0131914071e+02  -2.3048064605e+05   6.7824616893e-02   4.1688563995e-01   4.9345530675e-04   1.0222057977e-08   7.6715605253e-09   1.6977169641e-01   1.2785941989e-07   3.2471932963e-02   2.0463742207e-05   7.3508614100e-10   6.0808691366e-11   2.2498231142e-04   3.3354137432e-02   1.7366121544e-02   1.7493107080e-02   2.7544173934e-09   1.5395390196e-04   1.1026258170e-11   7.2865000000e-01
