# L (m)  = 4
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.0000000000e-02   1.5637404301e-03   3.0000000000e+02  -3.3670121716e+04   3.9423114003e-03   1.1685950779e+00   1.3786937099e-04   1.0220881115e-28  -5.9899415747e-27   2.2985068318e-01   4.1652627725e-24   1.3672120762e-03   4.2368835663e-10   5.9854824863e-33  -3.6324065109e-35   9.4458087697e-21   4.0639377536e-04   1.2913274121e-03   1.1459025411e-03   1.8103441503e-32   1.2766246966e-10   1.8301240346e-33   7.6580061109e-01
   3.0000000000e-02   4.6724331926e-03   3.0000000000e+02  -1.0435475596e+05   1.1774812523e-02   1.1619165448e+00   4.1191265682e-04   8.7356393108e-28   6.5069682727e-27   2.2359355495e-01   1.1859419619e-23   4.0831129378e-03   1.2645862420e-09  -8.6731150433e-32  -5.0570094633e-34   3.7079175376e-20   1.2153871372e-03   3.8578260903e-03   3.4219608384e-03   2.3291537569e-31   3.8141885633e-10   1.6776824013e-32   7.6341624374e-01
   5.0000000000e-02   7.7632262378e-03   3.0000000000e+02  -1.7450462956e+05   1.9548180063e-02   1.1553537696e+00   6.8426254529e-04   2.3960046890e-27   3.1679536008e-27   2.1738327562e-01   1.9461169842e-23   6.7771900017e-03   2.0965488352e-09  -5.8014731307e-32  -1.2247734516e-34   7.5699041586e-20   2.0229361086e-03   6.4076512975e-03   5.6790762187e-03   1.2335179670e-30   6.3361118328e-10   4.7525046301e-32   7.6104560548e-01
   7.0000000000e-02   1.0836977776e-02   3.0000000000e+02  -2.4405828287e+05   2.7255669325e-02   1.1489036410e+00   9.5491998971e-04   4.6631420551e-27  -1.7778683126e-26   2.1122498150e-01   2.6936225075e-23   9.4462716576e-03   2.9172223690e-09   1.1699311221e-31  -5.2191236180e-34   1.2186685993e-19   2.8313073234e-03   8.9402961363e-03   7.9141815410e-03   3.6198584230e-30   8.8424251711e-10   9.4976960992e-32   7.5868803805e-01
   9.0000000000e-02   1.3894485428e-02   3.0000000000e+02  -3.1295613837e+05   3.4890723699e-02   1.1425632531e+00   1.2238813920e-03   7.6692924136e-27   1.4072956155e-27   2.0512366294e-01   3.4264537621e-23   1.2087289855e-02   3.7243531066e-09  -4.8572566516e-31  -1.6668364866e-34   1.7272020144e-19   3.6426788229e-03   1.1455232238e-02   1.0124320215e-02   7.5843847574e-30   1.1333111286e-09   1.6003309174e-31   7.5634292968e-01
   1.1000000000e-01   1.6936492756e-02   3.0000000000e+02  -3.8114068517e+05   4.2446989337e-02   1.1363298914e+00   1.4911384956e-03   1.1414187268e-26   9.7345289179e-27   1.9908415082e-01   4.1431412730e-23   1.4697287118e-02   4.5157942129e-09   2.8319859478e-31   1.4641745980e-38   2.2659137892e-19   4.4591438903e-03   1.3951909132e-02   1.2306654591e-02   1.5213249771e-29   1.3808102319e-09   2.4358978779e-31   7.5400971006e-01
   1.3000000000e-01   1.9963695338e-02   3.0000000000e+02  -4.4855665102e+05   4.9918329068e-02   1.1302010183e+00   1.7566783148e-03   1.5896242090e-26  -1.3579894694e-27   1.9311110386e-01   4.8420805262e-23   1.7273423118e-02   5.2895119773e-09   4.8659486857e-33   2.8811559795e-40   2.8258386125e-19   5.2827144809e-03   1.6429753947e-02   1.4458473689e-02   2.6158046641e-29   1.6267277753e-09   3.4653993732e-31   7.5168784568e-01
   1.5000000000e-01   2.2976746419e-02   3.0000000000e+02  -5.1515116091e+05   5.7298835475e-02   1.1241742613e+00   2.0204831004e-03   2.1117967220e-26   1.1822468048e-26   1.8720899681e-01   5.5217743792e-23   1.9812980742e-02   6.0435913494e-09  -3.0625796195e-31  -1.5686311984e-38   3.4022070111e-19   6.1153243050e-03   1.8888171430e-02   1.6577200202e-02   4.2199174141e-29   1.8710462803e-09   4.6977020598e-31   7.4937683550e-01
   1.7000000000e-01   2.5976262162e-02   3.0000000000e+02  -5.8087388145e+05   6.4582842995e-02   1.1182473999e+00   2.2825303403e-03   2.7080087813e-26   3.4608350380e-27   1.8138210958e-01   6.1807617479e-23   2.2313371627e-02   6.7762407621e-09   8.3644300813e-31   4.2822741884e-38   3.9924529937e-19   6.9588316149e-03   2.1326544269e-02   1.8660396758e-02   6.5576943147e-29   2.1137427296e-09   6.1416021018e-31   7.4707620692e-01
