# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.2719430281e-03   3.6002161624e+02  -7.8426224521e+04   1.4716416654e-02   9.7965848031e-01   1.8887310230e-03   1.8077812059e-07   2.4084328464e-19   5.5678468797e-12   2.2541210503e-01   2.2549131796e-12   1.8245318436e-03   1.0258937706e-08   3.7994275124e-22   2.4292038963e-23   3.7012730342e-12   4.1780569693e-06   2.4109071795e-06   1.2889293125e-02   1.3414274766e-18   4.3831419718e-08   1.2248495409e-25   7.5003887041e-01
   6.0000000000e-03   4.8448765557e-03   4.4045209972e+02  -2.0170626434e+05   3.5916513168e-02   8.0287208037e-01   4.2262978559e-03   7.7405484020e-07   1.0081667317e-18   7.9001267492e-13   2.1187866202e-01   3.7271188906e-13   5.3678495829e-03   1.0277552410e-07   2.0954055131e-22   1.5318765658e-23   1.5047894915e-11   7.7207929270e-05   2.7576502869e-05   3.0520313027e-02   4.2596482575e-18   7.0566245729e-07   9.4821485251e-23   7.4743752542e-01
   1.0000000000e-02   8.1712042545e-03   5.0461536029e+02  -3.1246261027e+05   5.4119414419e-02   7.0195643024e-01   1.3829918515e-02   1.5930565965e-06   6.1426636644e-18   7.8795291213e-14   1.9933943964e-01   2.3937470188e-13   8.8086368785e-03   2.5775320431e-07   3.6322857644e-22   2.7932183891e-23   3.3562791542e-11   2.7112724637e-04   8.5385571518e-05   4.5223798912e-02   1.7515754669e-17   2.3771828490e-06   1.4897412776e-20   7.4472185204e-01
   1.4000000000e-02   1.1367340684e-02   5.5681979519e+02  -4.1714986826e+05   7.0446329812e-02   6.3686343049e-01   4.5114129396e-02   2.5751112291e-06   2.2873375009e-17   6.6092814779e-15   1.8763905361e-01  -1.9799310653e-13   1.2096839584e-02   4.4276557541e-07   4.7991354431e-21   3.8860899624e-22   8.0977283119e-11   5.9864250559e-04   1.7395047819e-04   5.8172964639e-02   7.2212443191e-17   5.0038287118e-06   3.6641666665e-19   7.4195641192e-01
   1.8000000000e-02   1.4476864836e-02   5.9885757744e+02  -5.1824442569e+05   8.5315415992e-02   5.9259572669e-01   2.1788875349e-01   3.6839847673e-06   1.7968924410e-16   5.5257567630e-15   1.7670013795e-01   2.1826530169e-12   1.5219281671e-02   6.3789264343e-07   3.6573959361e-20   2.8680382576e-21   1.8473481616e-10   1.0610590829e-03   2.8929974497e-04   6.9803150591e-02   2.0203794959e-16   8.4320426179e-06   3.3464932272e-18   7.3916177108e-01
   2.2000000000e-02   1.7522026489e-02   6.3191400739e+02  -6.1695240294e+05   9.8945495011e-02   5.6183440283e-01   5.2790691643e-01   4.8966802342e-06   5.0097970934e-16   1.3397923485e-14   1.6646416628e-01   2.6379576567e-12   1.8176277339e-02   8.3144766356e-07   6.0620405754e-20   4.5465047844e-21   3.9272471186e-10   1.6551385599e-03   4.2726957123e-04   8.0337051420e-02   5.7517445832e-16   1.2502552167e-05   1.6533772564e-17   7.3634687383e-01
   2.6000000000e-02   2.0516616212e-02   6.5695314361e+02  -7.1393011433e+05   1.1147865341e-01   5.4050381829e-01   1.1284840029e+00   6.1976681847e-06   1.0929165780e-15   2.0635830932e-14   1.5688005018e-01   3.3973468182e-12   2.0973535041e-02   1.0167795693e-06   9.0486983661e-20   6.2766115218e-21   7.5383482618e-10   2.3756958719e-03   5.8400708320e-04   8.9914913614e-02   1.3331925044e-15   1.7074508275e-05   5.3831261381e-17   7.3351634873e-01
   3.0000000000e-02   2.3470352595e-02   6.7478388831e+02  -8.0958906729e+05   1.2302070076e-01   5.2617635862e-01   2.1482305728e+00   7.5760208155e-06   2.2817721441e-15   3.4678813522e-14   1.4790133619e-01   4.6954743623e-12   2.3618863520e-02   1.1903560817e-06   2.2625756974e-19   1.4874491444e-20   1.3116289437e-09   3.2167745244e-03   7.5609658504e-04   9.8638164633e-02   2.6653288904e-15   2.2029937024e-05   1.2950292041e-16   7.3067290897e-01
   3.4000000000e-02   2.6390694047e-02   6.8610777375e+02  -9.0420104067e+05   1.3365731116e-01   5.1733613167e-01   3.5718254884e+00   9.0238516751e-06   4.0729279475e-15   4.9559075160e-14   1.3948533929e-01   5.9477424355e-12   2.6120710669e-02   1.3505807442e-06   4.8512622091e-19   3.0058370372e-20   2.1027789421e-09   4.1722240597e-03   9.4056246036e-04   1.0658701418e-01   4.6708572658e-15   2.7272241138e-05   2.4710345142e-16   7.2781831386e-01
