# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.2453776207e-03   3.6704550982e+02  -6.6586512440e+04   1.4212787739e-02   9.6076171503e-01   9.0865767573e-01   1.2984521052e-07   2.1517977837e-16   7.9914789550e-10   2.2547088590e-01   3.4387820241e-10   1.8024062523e-03   4.1655177786e-08   3.1370624782e-18   2.0565886517e-19   2.0559801262e-10   1.9792999329e-07   1.1718588569e-05   1.2398533053e-02   2.7379045572e-17   5.2694067834e-09   1.0332891807e-21   7.5030658723e-01
   6.0000000000e-03   4.7654805295e-03   4.6196546665e+02  -1.7241838859e+05   3.5112577106e-02   7.6523857133e-01   5.7411053696e+00   7.5723571453e-07   3.8696224285e-15   8.6952711690e-10   2.1179824589e-01   5.7052280933e-10   5.4488815000e-03   2.1385707149e-07   1.1495086778e-16   8.8279014183e-18   5.7304627766e-09   7.8842174768e-06   4.3030945856e-05   2.9619907424e-02   1.8629127318e-15   1.9131608699e-07   1.2935527919e-19   7.4770760909e-01
   1.0000000000e-02   8.0475503540e-03   5.4310077149e+02  -2.6781385317e+05   5.3537840899e-02   6.5192724038e-01   2.5987264796e+01   1.7276764678e-06   2.6763847742e-14   3.9899934409e-10   1.9875907981e-01   9.4278029487e-10   9.1756623627e-03   6.0937350985e-07   7.2929028326e-16   5.9361812524e-17   2.4434982764e-08   4.7150170908e-05   1.0602100540e-04   4.4254429854e-02   1.9165113897e-14   1.1743399363e-06   1.8044477899e-18   7.4500529928e-01
   1.4000000000e-02   1.1210931606e-02   6.1458836808e+02  -3.5815174447e+05   7.0523543770e-02   5.7670912979e-01   9.5425692470e+01   2.9572307536e-06   1.4376428908e-13   1.3910223144e-10   1.8624824799e-01   1.6174692131e-09   1.2873758641e-02   1.2365365469e-06   2.9304607227e-15   2.4138027322e-16   5.9832972123e-08   1.4611984407e-04   2.1661639544e-04   5.7430211503e-02   1.0833742725e-13   3.6359566599e-06   1.6264777962e-17   7.4225773239e-01
   1.8000000000e-02   1.4299517227e-02   6.7742841055e+02  -4.4549571864e+05   8.6377994161e-02   5.2359199072e-01   2.5765525501e+02   4.3877389629e-06   5.4040723681e-13   6.7643001949e-11   1.7427678211e-01   2.3779038831e-09   1.6478618774e-02   2.0317553460e-06   8.3743855312e-15   6.7983788083e-16   1.1741471843e-07   3.2789969503e-04   3.8040107846e-04   6.9514586569e-02   3.8743290106e-13   7.9282821715e-06   1.2728511226e-16   7.3948372841e-01
   2.2000000000e-02   1.7333552392e-02   7.3199160914e+02  -5.3085087599e+05   1.0120876842e-01   4.8478236527e-01   5.5998909976e+02   5.9781374004e-06   1.5100833991e-12   9.0739071237e-11   1.6287299784e-01   3.1359806934e-09   1.9952451743e-02   2.9113145952e-06   1.9610927591e-14   1.5432110408e-15   2.0565884873e-07   6.0929622994e-04   5.9617414660e-04   8.0654164392e-02   1.0230045231e-12   1.4058548481e-05   7.8676610610e-16   7.3669127240e-01
   2.6000000000e-02   2.0323946831e-02   7.7857486598e+02  -6.1476414512e+05   1.1505931589e-01   4.5587282018e-01   1.0546621162e+03   7.6986858076e-06   3.4494495009e-12   1.6094679391e-10   1.5205912885e-01   3.9208472621e-09   2.3273985255e-02   3.7975125238e-06   4.1678665827e-14   3.1441073613e-15   3.3480867021e-07   1.0015382843e-03   8.5895969887e-04   9.0918672248e-02   2.2337393410e-12   2.1792565734e-05   3.5077799570e-15   7.3388431875e-01
   3.0000000000e-02   2.3277544534e-02   8.1750037088e+02  -6.9757844907e+05   1.2795465222e-01   4.3415972469e-01   1.7888710949e+03   9.5273534660e-06   6.8483433078e-12   2.5757080885e-10   1.4184634472e-01   4.6930936299e-09   2.6432359888e-02   4.6299339001e-06   8.2506261100e-14   5.9162507480e-15   5.1572131174e-07   1.5114019765e-03   1.1619965005e-03   1.0035076848e-01   4.3991650175e-12   3.0761433261e-05   1.1537831766e-14   7.3106507228e-01
   3.4000000000e-02   2.6199342811e-02   8.4914028402e+02  -7.7952026971e+05   1.3991797181e-01   4.1788718194e-01   2.7766554546e+03   1.1447512848e-05   1.2026967014e-11   3.6170447483e-10   1.3223514021e-01   5.3172397227e-09   2.9423369330e-02   5.3683098566e-06   1.4447000413e-13   9.7849276002e-15   7.5891100217e-07   2.1422679560e-03   1.4979467322e-03   1.0898520823e-01   7.9697773493e-12   4.0544397188e-05   2.9434810616e-14   7.2823489780e-01
