# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.1678556185e-03   4.0433373743e+02  -7.3879520327e+03   1.2174617757e-02   8.7159562829e-01   1.0512635763e+05   1.1784580618e-06   6.8586913481e-11   6.5702431174e-07   2.2587805320e-01   4.9853552685e-07   1.5884718684e-03   4.5158782692e-06   3.0462861674e-18   2.2446982037e-19   1.5894663250e-13   1.7462301958e-10   3.6570231860e-04   1.0219265112e-02   1.7644959587e-15   1.5028996160e-11   2.7853457535e-21   7.5139534630e-01
   6.0000000000e-03   4.5423870328e-03   5.5790865615e+02  -2.5979009868e+04   3.0788873013e-02   6.3284571565e-01   2.1252236814e+06   3.9715454310e-06   9.1011476848e-09   4.6384325052e-06   2.1280365403e-01   4.6002656826e-06   4.8270789395e-03   1.8483394613e-05   1.3610482885e-16   1.2551715983e-17   1.0524241089e-12   5.2598013722e-10   1.0478442188e-03   2.4909978309e-02   5.8815799658e-13   3.9497647750e-11   1.0324462978e-18   7.4876535716e-01
   1.0000000000e-02   7.7103766809e-03   6.9056669390e+02  -4.4570067703e+04   4.7519649632e-02   5.1182305272e-01   1.1671466194e+07   7.6490261049e-06   1.4598539423e-07   1.6570769322e-05   2.0020436990e-01   1.8546060119e-05   8.2312136684e-03   3.4711317961e-05   1.5647108815e-15   1.5639298807e-16   3.4102420817e-12   8.8355038055e-10   1.7119517664e-03   3.7568835171e-02   1.3901447738e-11   6.8908673675e-11   3.1484946818e-17   7.4606285926e-01
   1.4000000000e-02   1.0774240712e-02   8.1057873491e+02  -6.3161125240e+04   6.3301588880e-02   4.3631458267e-01   3.1326824999e+07   1.1979686001e-05   7.7706252858e-07   4.7880313378e-05   1.8785810215e-01   5.0605411294e-05   1.1735103252e-02   4.0827873562e-05   9.6371959859e-15   9.9129920668e-16   8.1449070226e-12   1.2560755558e-09   2.3744077908e-03   4.9180098152e-02   9.4299657063e-11   1.1428568170e-10   2.8930489382e-16   7.4332002088e-01
   1.8000000000e-02   1.3775389150e-02   9.2104572359e+02  -8.1752183357e+04   7.8473474064e-02   3.8409463661e-01   5.5428583349e+07   1.6826437151e-05   2.3101242431e-06   1.1579683657e-04   1.7565765939e-01   1.0409998602e-04   1.5296485046e-02   3.8260636638e-05   3.9378234835e-14   4.0741597357e-15   1.6519443267e-11   1.6745091850e-09   3.0519168021e-03   6.0108245779e-02   3.3403950804e-10   1.9156732364e-10   1.4524756869e-15   7.4054801525e-01
   2.2000000000e-02   1.6735263651e-02   1.0237141572e+03  -1.0034324121e+05   9.3186738967e-02   3.4557346620e-01   7.8171340714e+07   2.2196682158e-05   4.9622046028e-06   2.3434943484e-04   1.6354259465e-01   1.8258488460e-04   1.8887284495e-02   3.2956633398e-05   1.3313780111e-13   1.3720765382e-14   3.1889564865e-11   2.2154079478e-09   3.7641156551e-03   7.0513142135e-02   8.1710615987e-10   3.2730590192e-10   5.4879823589e-15   7.3775246720e-01
   2.6000000000e-02   1.9664739762e-02   1.1197671772e+03  -1.1893429904e+05   1.0750673130e-01   3.1584697300e-01   9.7175569276e+07   2.8298137885e-05   8.7854389827e-06   4.0479495623e-04   1.5149821438e-01   2.9314018151e-04   2.2484061909e-02   2.7809989999e-05   4.2534115039e-13   4.3494370202e-14   6.2813476179e-11   3.0517553621e-09   4.5347965048e-03   8.0459574746e-02   1.5885007921e-09   5.7950378895e-10   1.8723469401e-14   7.3493755085e-01
   3.0000000000e-02   2.2568243079e-02   1.2098293554e+03  -1.3752535688e+05   1.2145350065e-01   2.9218621263e-01   1.1220374309e+08   3.5539498606e-05   1.3755889424e-05   6.1447888259e-04   1.3955029357e-01   4.4272488942e-04   2.6064923951e-02   2.3547394491e-05   1.3707209045e-12   1.3875459292e-13   1.3153625467e-10   4.5681634371e-09   5.3936405450e-03   8.9959396658e-02   2.6573431708e-09   1.0914845399e-09   6.3824416577e-14   7.3210647862e-01
   3.4000000000e-02   2.5446743183e-02   1.2943094019e+03  -1.5611641471e+05   1.3502291703e-01   2.7291420099e-01   1.2358176515e+08   4.4481132147e-05   1.9799692103e-05   8.4286602161e-04   1.2775004704e-01   6.3454252970e-04   2.9611132848e-02   2.0130506779e-05   4.6010537916e-12   4.5981323616e-13   2.9995537272e-10   7.6429534826e-09   6.3768570218e-03   9.8990446029e-02   4.0269617820e-09   2.2348347094e-09   2.2772687726e-13   7.2926157910e-01
