# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.0990048333e-03   3.8547167647e+02  -1.9227664114e+04   1.1541246208e-02   9.1414382935e-01   3.4817225156e+03   5.9813289143e-07   9.1682801806e-13   4.1125635272e-09   2.2635542790e-01   5.3203243360e-09   1.3943617341e-03   3.0679439527e-06   2.8471736010e-13   1.9985780268e-14   1.3072611767e-06   8.3398370433e-05   6.4301480680e-04   9.5032715340e-03   5.5595150025e-13   4.5503075691e-06   1.2846951526e-16   7.5011429202e-01
   6.0000000000e-03   4.4663467139e-03   4.8905790518e+02  -5.5266885612e+04   2.6836288170e-02   7.2144578890e-01   2.2118532778e+04   1.5559990109e-06   7.3351526039e-12   1.0208754967e-09   2.1581392348e-01   1.2541052577e-08   3.5982954899e-03   7.2399670050e-06   3.1466494993e-12   2.6455655740e-13   7.8741255522e-06   5.9382499310e-04   2.0237748431e-03   2.1212661838e-02   7.6633608972e-12   2.2854592961e-05   4.9162968736e-15   7.4777754411e-01
   1.0000000000e-02   7.6074614486e-03   5.6619803077e+02  -8.9218824797e+04   3.9069864982e-02   6.2341095316e-01   5.6718236376e+04   2.6614078595e-06   3.8882109854e-11   3.0043788313e-10   2.0671136212e-01   2.9306075089e-08   5.5795681728e-03   1.0193037611e-05   1.3341278206e-11   1.2034819915e-12   1.5882371157e-05   1.3351534326e-03   3.3480517572e-03   3.0139583644e-02   3.8102442189e-11   4.2840199062e-05   4.0143529193e-14   7.4521540255e-01
   1.4000000000e-02   1.0631966751e-02   6.2777532005e+02  -1.2215924932e+05   4.9495072394e-02   5.6221792782e-01   1.0679411050e+05   3.8626829778e-06   1.1965527547e-10   1.9799508618e-10   1.9857467192e-01   5.0699204877e-08   7.3978209270e-03   1.2442072558e-05   3.3981798628e-11   3.1552798647e-12   2.4621322247e-05   2.2489275048e-03   4.6078947309e-03   3.7485494053e-02   1.0924200959e-10   6.2915413863e-05   1.5703872221e-13   7.4256312379e-01
   1.8000000000e-02   1.3584622628e-02   6.7855518697e+02  -1.5450089043e+05   5.8651667020e-02   5.1993135889e-01   1.6869134040e+05   5.1314061248e-06   2.5321078184e-10   3.3496584256e-10   1.9116651279e-01   7.2051451323e-08   9.0857614545e-03   1.4225007122e-05   6.4695218755e-11   6.0591071221e-12   3.3779089350e-05   3.3019078785e-03   5.8052695958e-03   4.3755504564e-02   2.2908240814e-10   8.2416883523e-05   4.0499297863e-13   7.3985991959e-01
   2.2000000000e-02   1.6489326738e-02   7.2121788957e+02  -1.8644476816e+05   6.6838987854e-02   4.8885489983e-01   2.3841013946e+05   6.4503654006e-06   4.2862309909e-10   6.3318775290e-10   1.8434200840e-01   9.0702345613e-08   1.0664725806e-02   1.5671871439e-05   1.0334296240e-10   9.6518335836e-12   4.3185871422e-05   4.4722793470e-03   6.9439669945e-03   4.9223844688e-02   3.9845548305e-10   1.0102110016e-04   8.1162800405e-13   7.3712235536e-01
   2.6000000000e-02   1.9360769552e-02   7.5748291822e+02  -2.1810026826e+05   7.4247272438e-02   4.6505544609e-01   3.1265453462e+05   7.8081922584e-06   6.3088511266e-10   1.0564227750e-09   1.7800286741e-01   1.0570023741e-07   1.2149886814e-02   1.6863460988e-05   1.4752153375e-10   1.3643099921e-11   5.2735368557e-05   5.7444551914e-03   8.0279673119e-03   5.4061610120e-02   6.1537187797e-10   1.1856464344e-04   1.3825810070e-12   7.3435903566e-01
   3.0000000000e-02   2.2208788557e-02   7.8853972558e+02  -2.4953597532e+05   8.1008036330e-02   4.4628920096e-01   3.8899402551e+05   9.1968776619e-06   8.4666296847e-10   1.5620587317e-09   1.7207784373e-01   1.1707424980e-07   1.3552637327e-02   1.7854616820e-05   1.9525811166e-10   1.7797386582e-11   6.2354620240e-05   7.1066601607e-03   9.0610124899e-03   5.8385189635e-02   8.7753794809e-10   1.3497096942e-04   2.1093832537e-12   7.3157508417e-01
   3.4000000000e-02   2.5040361960e-02   8.1525638769e+02  -2.8079718571e+05   8.7217545536e-02   4.3117191504e-01   4.6570366825e+05   1.0610498106e-05   1.0660827357e-09   2.1024073735e-09   1.6651287498e-01   1.2527480267e-07   1.4881867453e-02   1.8684797424e-05   2.4515085643e-10   2.1949794400e-11   7.1990559470e-05   8.5496403288e-03   1.0046503990e-02   6.2278563595e-02   1.1829826143e-09   1.5021505940e-04   2.9765569841e-12   7.2877386873e-01
   3.8000000000e-02   2.7860650886e-02   8.3829282999e+02  -3.1191341880e+05   9.2949247730e-02   4.1879771714e-01   5.4156291879e+05   1.2044502922e-05   1.2826446251e-09   2.6339276319e-09   1.6126552199e-01   1.3086061799e-07   1.6144719351e-02   1.9383530311e-05   2.9627323117e-10   2.5994113184e-11   8.1603182294e-05   1.0065906040e-02   1.0987501977e-02   6.5804981899e-02   1.5297787818e-09   1.6430412969e-04   3.9656970134e-12   7.2595777432e-01
   4.2000000000e-02   3.0673596550e-02   8.5816834411e+02  -3.4290117335e+05   9.8260975312e-02   4.0854516494e-01   6.1570103517e+05   1.3495288932e-05   1.4925520504e-09   3.1234976998e-09   1.5630158176e-01   1.3435837073e-07   1.7347064652e-02   1.9973561129e-05   3.4802636281e-10   2.9865347645e-11   9.1161652567e-05   1.1649256221e-02   1.1886755314e-02   6.9013660057e-02   1.9155997375e-09   1.7726608066e-04   5.0572880791e-12   7.2312858892e-01
   4.6000000000e-02   3.3482286381e-02   8.7530578407e+02  -3.7376307376e+05   1.0319941349e-01   3.9997012762e-01   6.8749871502e+05   1.4959929875e-05   1.6940156417e-09   3.5504496583e-09   1.5159289932e-01   1.3621636089e-07   1.8493821824e-02   2.0472843717e-05   4.0001410272e-10   3.3525348123e-11   1.0064186138e-04   1.3294462599e-02   1.2746738864e-02   7.1943892867e-02   2.3374783188e-09   1.8914210832e-04   6.2320447171e-12   7.2028771351e-01
   5.0000000000e-02   3.6289189945e-02   8.9006389311e+02  -4.0448301707e+05   1.0780301636e-01   3.9274208783e-01   7.5653362363e+05   1.6435994393e-05   1.8867169083e-09   3.9057304754e-09   1.4711589195e-01   1.3680157462e-07   1.9589174783e-02   2.0895873992e-05   4.5196530297e-10   3.6953632601e-11   1.1002478639e-04   1.4997051367e-02   1.3569689241e-02   7.4627716342e-02   2.7918671128e-09   1.9998173687e-04   7.4610396535e-12   7.1743628443e-01
   5.4000000000e-02   3.9096316971e-02   9.0276450933e+02  -4.3501617043e+05   1.1210399380e-01   3.8660315643e-01   8.2256918984e+05   1.7921415241e-05   2.0714585083e-09   4.1897434426e-09   1.4285051544e-01   1.3641352696e-07   2.0636728185e-02   2.1254611689e-05   5.0374636558e-10   4.0145808104e-11   1.1929533156e-04   1.6753146160e-02   1.4357636793e-02   7.7091707407e-02   3.2753114223e-09   2.0983937409e-04   8.6820689604e-12   7.1457524952e-01
   5.8000000000e-02   4.1905326073e-02   9.1371839359e+02  -4.6527303363e+05   1.1612971008e-01   3.8133938514e-01   8.8551626852e+05   1.9414388412e-05   2.2499373072e-09   4.4098980932e-09   1.3877951987e-01   1.3530239423e-07   2.1639619864e-02   2.1559126201e-05   5.5527694103e-10   4.3105848960e-11   1.2844147517e-04   1.8559351663e-02   1.5112433014e-02   7.9358242816e-02   3.7842498680e-09   2.1877185656e-04   9.8351277998e-12   7.1170541834e-01
   6.2000000000e-02   4.4717600744e-02   9.2325007787e+02  -4.9509926651e+05   1.1990370017e-01   3.7675954255e-01   9.4552426204e+05   2.0913286789e-05   2.4246613469e-09   4.5787197785e-09   1.3488789804e-01   1.3368631178e-07   2.2600603637e-02   2.1818018715e-05   6.0685792559e-10   4.5866657039e-11   1.3745362807e-04   2.0412663842e-02   1.5835774132e-02   8.1446409117e-02   4.3179746665e-09   2.2683667141e-04   1.0856694219e-11   7.0882749758e-01
   6.6000000000e-02   4.7534303254e-02   9.3171735613e+02  -5.2425809304e+05   1.2344642664e-01   3.7268045831e-01   1.0028276810e+06   2.2416581341e-05   2.5987635255e-09   4.7117889654e-09   1.3116246764e-01   1.3176356105e-07   2.3522111654e-02   2.2038717428e-05   6.5870781645e-10   4.8460227372e-11   1.4632414327e-04   2.2310398984e-02   1.6529221267e-02   8.3372677134e-02   4.8767927203e-09   2.3409064634e-04   1.0532299885e-11   7.0594211688e-01
   7.0000000000e-02   5.0356411442e-02   9.3951881392e+02  -5.5242467868e+05   1.2677584787e-01   3.6891986589e-01   1.0578266559e+06   2.3922770237e-05   2.7758940425e-09   4.8269357139e-09   1.2759155272e-01   1.2972251033e-07   2.4406301584e-02   2.2227607072e-05   7.1144533376e-10   5.0946885922e-11   1.5504693786e-04   2.4250135587e-02   1.7194217022e-02   8.5151406493e-02   5.4650914153e-09   2.4058893037e-04   5.1180284316e-12   7.0304984926e-01
   7.4000000000e-02   5.3184742798e-02   9.4709537619e+02  -5.7918612579e+05   1.2990784914e-01   3.6529333889e-01   1.1111368629e+06   2.5430315646e-05   2.9599843395e-09   4.9430168630e-09   1.2416474021e-01   1.2774967697e-07   2.5255091916e-02   2.2390075161e-05   7.6551338280e-10   5.3377890559e-11   1.6361719196e-04   2.6229666021e-02   1.7832098515e-02   8.6795228396e-02   6.0893337785e-09   2.4638419965e-04  -9.6368869858e-12   7.0015122862e-01
   7.8000000000e-02   5.6019972672e-02   9.5496802764e+02  -6.0399380190e+05   1.3285659103e-01   3.6159910775e-01   1.1636330628e+06   2.6937577963e-05   3.1551309332e-09   5.0795024270e-09   1.2087267742e-01   1.2604138426e-07   2.6070191196e-02   2.2530409034e-05   8.2217749983e-10   5.5855471796e-11   1.7203112700e-04   2.8246954859e-02   1.8444110443e-02   8.8315351809e-02   6.7660108135e-09   2.5152609120e-04  -3.2322991814e-11   6.9724676214e-01
   8.2000000000e-02   5.8862644181e-02   9.6388327650e+02  -6.2597279282e+05   1.3563481925e-01   3.5756633805e-01   1.2162070056e+06   2.8442706087e-05   3.3649104653e-09   5.2552326726e-09   1.1770688754e-01   1.2481370154e-07   2.6853124409e-02   2.2651684589e-05   8.8327778354e-10   5.8519669315e-11   1.8028583746e-04   3.0300094817e-02   1.9031419216e-02   8.9721832917e-02   7.5224654353e-09   2.5606088406e-04  -5.3519276785e-11   6.9433693680e-01
   8.6000000000e-02   6.1713172043e-02   9.7488738817e+02  -6.4381198922e+05   1.3825411950e-01   3.5283935038e-01   1.2699892274e+06   2.9943506270e-05   3.5912997735e-09   5.4834901811e-09   1.1465960851e-01   1.2426432033e-07   2.7605238655e-02   2.2755512017e-05   9.5166664030e-10   6.1572680072e-11   1.8837923626e-04   3.2387263182e-02   1.9595129871e-02   9.1023807471e-02   8.4041558195e-09   2.6003102826e-04  -6.2533839587e-11   6.9142223456e-01
   9.0000000000e-02   6.4571804601e-02   9.8810575461e+02  -6.5734818308e+05   1.4072485350e-01   3.4742828547e-01   1.3251180618e+06   3.1437573755e-05   3.8328425368e-09   5.7573174271e-09   1.1172387820e-01   1.2437030351e-07   2.8327717078e-02   2.2841697197e-05   1.0293549232e-09   6.5123016794e-11   1.9630995454e-04   3.4506704251e-02   2.0136255366e-02   9.2229443478e-02   9.4361202350e-09   2.6347387610e-04  -5.7151206584e-11   6.8850316979e-01
   9.4000000000e-02   6.7438826831e-02   1.0018489490e+03  -6.6881396361e+05   1.4305640769e-01   3.4197257507e-01   1.3799434926e+06   3.2923110342e-05   4.0843455904e-09   6.0452451097e-09   1.0889328750e-01   1.2479834435e-07   2.9021758631e-02   2.2908522114e-05   1.1152320886e-09   6.9015625978e-11   2.0407815342e-04   3.6656864520e-02   2.0655755164e-02   9.3345970787e-02   1.0577628335e-08   2.6642245487e-04  -4.3840891553e-11   6.8558011149e-01
