# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   2.0399248314e-04   3.2496063806e+02  -7.3879519729e+03   3.2402790732e-03   1.0826958206e+00   8.9612128488e+01   1.0212277553e-10   2.8192409306e-15   1.7561198441e-16   2.3143466091e-01   1.2945687388e-10   9.6225766474e-05   5.8260605348e-08   1.1853667728e-14   7.0409145167e-16   1.7863348639e-06   1.1437679116e-03   1.9720231025e-04   2.9468508944e-03   2.1066585181e-14   8.3945627194e-06   1.8649817907e-18   7.4093151138e-01
   6.0000000000e-03   3.2126503409e-03   3.4821155843e+02  -2.5979009788e+04   6.7244157159e-03   1.0092415447e+00   4.0321209561e+02   2.9717951590e-10   2.1826304430e-14   5.5061589342e-16   2.2903536742e-01   3.2837278870e-10   2.4301970845e-04   1.0410595694e-07   6.9659653508e-14   4.4844638296e-15   4.6245990660e-06   3.5204682245e-03   4.7656934120e-04   6.0048263690e-03   1.2089266947e-13   1.7070034547e-05   1.7375867532e-17   7.3904457345e-01
   1.0000000000e-02   6.1510309379e-03   3.6406637199e+02  -4.4570067679e+04   9.3643996272e-03   9.6391791505e-01   8.1324193943e+02   5.4356158888e-10   6.0315969613e-14   1.0451987170e-15   2.2687639504e-01   5.2280374900e-10   3.7786345861e-04   1.3346946897e-07   1.6183924303e-13   1.0919718758e-14   7.2235380082e-06   5.9489298382e-03   7.1774995513e-04   8.2687856699e-03   2.8334818265e-13   2.3474256568e-05   5.3765503294e-17   7.3678721454e-01
   1.4000000000e-02   9.0615310843e-03   3.7617719511e+02  -6.3161125527e+04   1.1569591396e-02   9.3142553640e-01   1.2825132457e+03   8.2857060324e-10   1.1782689959e-13   1.6480413548e-15   2.2485616710e-01   7.0622214750e-10   5.0542583728e-04   1.5473170475e-07   2.7888727720e-13   1.9422568176e-14   9.6700534862e-06   8.4124979824e-03   9.3637299270e-04   1.0127791738e-02   4.9433255039e-13   2.8719514944e-05   1.1393509315e-16   7.3435292008e-01
   1.8000000000e-02   1.1959520740e-02   3.8593454439e+02  -8.1752183367e+04   1.3496742783e-02   9.0637180580e-01   1.7916041666e+03   1.1443688336e-09   1.9229755212e-13   2.3460598295e-15   2.2293239276e-01   8.7523940592e-10   6.2764372456e-04   1.7100586211e-07   4.1352290712e-13   2.9465085886e-14   1.2002317017e-05   1.0903303584e-02   1.1390281983e-03   1.1730069716e-02   7.4227658050e-13   3.3228851472e-05   1.9832923471e-16   7.3181000166e-01
   2.2000000000e-02   1.4852517399e-02   3.9404031302e+02  -1.0034324120e+05   1.5225298892e-02   8.8619512512e-01   2.3268918804e+03   1.4856174902e-09   2.8079598443e-13   3.1254283956e-15   2.2108214984e-01   1.0283441508e-09   7.4557961108e-04   1.8384411364e-07   5.5992475766e-13   4.0586651396e-14   1.4242059382e-05   1.3416711805e-02   1.3293294668e-03   1.3150388328e-02   1.0173829020e-12   3.7215499929e-05   3.0577024458e-16   7.2919198993e-01
   2.6000000000e-02   1.7744836651e-02   4.0090747354e+02  -1.1893429904e+05   1.6802154685e-02   8.6946665145e-01   2.8778012588e+03   1.8484135255e-09   3.8004994309e-13   3.9714972913e-15   2.1929113670e-01   1.1651585560e-09   8.5990646892e-04   1.9415022605e-07   7.1342351122e-13   5.2396500923e-14   1.6403419136e-05   1.5949653686e-02   1.5095541912e-03   1.4432692177e-02   1.3114063862e-12   4.0804772051e-05   4.3405157046e-16   7.2651836837e-01
   3.0000000000e-02   2.0639217070e-02   4.0680368458e+02  -1.3752535688e+05   1.8257789170e-02   8.5530428740e-01   3.4358244577e+03   2.2297589508e-09   4.8680921718e-13   4.8687179692e-15   2.1754961038e-01   1.2859931951e-09   9.7108997319e-04   2.0250421334e-07   8.7029638062e-13   6.4570492236e-14   1.8496381705e-05   1.8499942351e-02   1.6812671446e-03   1.5605429822e-02   1.6174859620e-12   4.4077817242e-05   5.8037378133e-16   7.2380168619e-01
   3.4000000000e-02   2.3537519668e-02   4.1191439119e+02  -1.5611641471e+05   1.9613373672e-02   8.4312382706e-01   3.9940383349e+03   2.6272661569e-09   5.9806446409e-13   5.8007976633e-15   2.1585052166e-01   1.3915673206e-09   1.0794722783e-03   2.0930418589e-07   1.0276022161e-12   7.6844796173e-14   2.0528402653e-05   2.1065938493e-02   1.8456089152e-03   1.6688289852e-02   1.9299754632e-12   4.7090832599e-05   7.4166074225e-16   7.2105060747e-01
