# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.2964215760e-03   3.7219555321e+02  -6.6586512440e+04   1.4876190354e-02   9.4780443328e-01   5.8138305246e-07   5.6668916570e-15   3.0572797249e-22   1.4091390371e-13   2.2556631961e-01   1.6836709561e-11   1.6648793099e-03   5.9751488184e-13   1.0567084973e-29   1.0839203900e-35   4.5082210585e-29   1.2397497445e-24   1.3658952387e-13   1.3211311044e-02   8.5071005426e-30   2.7170671966e-26   2.1324862070e-40   7.5094244727e-01
   6.0000000000e-03   4.8048318487e-03   4.7278017992e+02  -1.7241838859e+05   3.6611590414e-02   7.4842569920e-01   1.1978975378e-05   1.9352017849e-14   1.9581363841e-20   1.5278997188e-12   2.1204344608e-01   1.0624108164e-10   5.0579652875e-03   3.5441449864e-12   7.8396709127e-38   5.7885512873e-39   1.9344839944e-29   8.2536439730e-25   3.9933184256e-13   3.1553625126e-02   5.6906028943e-34   1.5155539110e-26   9.3397817269e-41   7.4819325461e-01
   1.0000000000e-02   8.0575755979e-03   5.5919487027e+02  -2.6781385317e+05   5.5826906900e-02   6.3406348233e-01   7.0463936167e-05   3.7916111371e-14   2.4919377329e-19   4.9158825869e-12   1.9902583786e-01   4.0792411192e-10   8.6214481705e-03   8.1559765580e-12   3.1469756254e-37   2.6343454529e-38   2.3653220196e-29   4.8230375611e-25   6.8259431939e-13   4.7205458729e-02   1.2007729570e-32   1.5044368002e-26   8.3407414839e-40   7.4537421053e-01
   1.4000000000e-02   1.1179338878e-02   6.3778863736e+02  -3.5815174447e+05   7.3790994980e-02   5.5677485185e-01   2.3217833454e-04   6.1689083568e-14   1.4795838919e-18   8.6004101624e-12   1.8628262373e-01   1.3119805495e-09   1.2309535633e-02   1.1535054722e-11   1.0301877377e-36   8.7348353088e-38   2.4939142160e-29   2.2627450088e-25   1.0424453173e-12   6.1481459346e-02   1.0845571371e-31   1.1175007172e-26   4.5382677949e-39   7.4252122070e-01
   1.8000000000e-02   1.4220305270e-02   7.1099353262e+02  -4.4549571864e+05   9.0988819470e-02   5.0003833080e-01   6.0171342535e-04   9.5978075045e-14   6.1952423104e-18   1.2914466660e-11   1.7371382402e-01   3.4766273254e-09   1.6097225192e-02   1.4632564442e-11   1.9895101224e-36   1.6629439653e-37   1.8204956557e-29   7.8133554950e-26   1.6312973739e-12   7.4891594276e-02   7.2179835172e-31   5.4464711252e-27   1.2860054548e-38   7.3964730373e-01
   2.2000000000e-02   1.7206827061e-02   7.8009962482e+02  -5.3085087599e+05   1.0766339554e-01   4.5616744061e-01   1.4275591687e-03   1.6009506715e-13   2.2081697406e-17   1.9441722354e-11   1.6126396123e-01   7.9962894012e-09   1.9968924513e-02   1.8851609412e-11   2.1586202202e-36   1.7466868471e-37   8.3270168071e-30   1.7839825371e-26   2.8581566304e-12   8.7694471021e-02   4.7074718129e-30   1.6270117380e-27   2.2842232685e-38   7.3675821851e-01
   2.6000000000e-02   2.0154842428e-02   8.4594025193e+02  -6.1476414512e+05   1.2395604556e-01   4.2097580059e-01   3.3016577912e-03   3.1205860602e-13   7.3009876309e-17   3.0754929303e-11   1.4889828426e-01   1.6841361525e-08   2.3913869114e-02   2.6504979573e-11   1.9119376485e-36   1.5510195328e-37   4.4567764215e-30  -2.3418278065e-29   5.8948635277e-12   1.0004217644e-01   3.4742313402e-29   6.1707904218e-28   2.0878516162e-38   7.3385689866e-01
   3.0000000000e-02   2.3074810415e-02   9.0909864183e+02  -6.9757844907e+05   1.3995665410e-01   3.9195945648e-01   7.7444699774e-03   7.2379134509e-13   2.3761493456e-16   5.2329562277e-11   1.3659366464e-01   3.3794366230e-08   2.7924015836e-02   5.0457610046e-11   4.7997778488e-37   3.5938817464e-38   5.4203068219e-31   4.2397745850e-28   1.4422831206e-11   1.1203263825e-01   3.2294829596e-28   5.5482766342e-29   6.1900215493e-39   7.3094507046e-01
   3.4000000000e-02   2.5973933213e-02   9.7001935062e+02  -7.7952026971e+05   1.5572568125e-01   3.6751151628e-01   1.9033075882e-02   1.9465553281e-12   8.1924306359e-16   9.7884325784e-11   1.2433431578e-01   6.6666189526e-08   3.1992954636e-02   1.4875431840e-10   1.6276669011e-37   1.1448491133e-38   8.6411838357e-32   3.6892210618e-29   4.1144069805e-11   1.2373272657e-01   4.4976193307e-27   6.2944856441e-29   2.5570825452e-39   7.2802394004e-01
