# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.2444202007e-03   4.1553924555e+02  -7.3879520269e+03   1.3407677903e-02   8.4876888850e-01   1.2464285471e-04   4.1805027861e-13   1.1073203690e-19   3.2793610084e-12   2.2602070534e-01   2.7373325998e-10   1.3217987173e-03   1.0591843603e-11   1.6478051635e-30   6.7472143250e-36   3.9922263839e-30  -1.5143797586e-32   3.1721778321e-11   1.2085879154e-02   1.7890343812e-30   6.8060818740e-28   2.0735097090e-40   7.5299600328e-01
   6.0000000000e-03   4.5396111769e-03   5.8250971139e+02  -2.5979009868e+04   3.3609452477e-02   6.0744060992e-01   3.0640327218e-03   1.4118766667e-12   1.3265121757e-17   4.8754658301e-11   2.1320228144e-01   2.1053277985e-09   4.0217827319e-03   7.6134243462e-11   7.2000583932e-39   2.0224708367e-41   3.6152245113e-33  -1.8433744297e-32   9.4772516217e-11   2.9587669649e-02   7.2901364162e-29   3.8941898032e-29   6.3175722779e-43   7.5023575677e-01
   1.0000000000e-02   7.6053047543e-03   7.2456367989e+02  -4.4570067703e+04   5.1578318437e-02   4.8950346771e-01   2.1225186902e-02   2.8070882948e-12   2.4694768807e-16   1.6301163684e-10   2.0086022267e-01   1.0476432616e-08   6.8749550696e-03   1.7759075668e-10   5.3170615872e-44   1.1766920486e-44  -1.6724784077e-36  -9.5849777088e-33   1.7022884869e-10   4.4703363194e-02   2.1773225531e-27   5.2502342718e-30   1.4583227257e-44   7.4741235503e-01
   1.4000000000e-02   1.0556125625e-02   8.5247520515e+02  -6.3161125538e+04   6.8448916009e-02   4.1684635024e-01   9.5556562836e-02   5.1669764240e-12   2.2747295903e-15   3.9012763666e-10   1.8876487061e-01   4.1769661944e-08   9.8394828488e-03   2.9365069565e-10  -1.9181102503e-42  -1.9473766292e-43  -3.2635562089e-36  -2.6182607997e-33   3.0076798731e-10   5.8609432854e-02   3.3679895229e-26   5.7173393138e-29   1.7350175825e-42   7.4455426101e-01
   1.8000000000e-02   1.3438938919e-02   9.7088926841e+02  -8.1752183258e+04   8.4657242528e-02   3.6659315579e-01   3.6331137277e-01   1.1880924487e-11   1.5196609167e-14   1.0297941739e-09   1.7681419890e-01   1.3986851541e-07   1.2893414352e-02   4.7637340664e-10  -2.2758513789e-42  -2.6685025003e-43  -1.1341436729e-36  -3.1725010702e-34   6.5696594661e-10   7.1763827508e-02   5.0154268074e-25   1.6217460634e-27   3.5836307101e-40   7.4167071075e-01
   2.2000000000e-02   1.6277242572e-02   1.0826011759e+03  -1.0034324120e+05   1.0041507731e-01   3.2922172422e-01   1.3106881825e+00   3.8271478402e-11   9.0075222498e-14   3.0787621609e-09   1.6495672062e-01   4.2310116337e-07   1.6022193949e-02   1.1531789837e-09  -9.6140829259e-43  -1.1573955467e-43  -1.4724512614e-37  -1.4123575163e-35   1.9947725960e-09   8.4392881331e-02   1.0377592978e-23   6.1413115644e-26   1.0010362484e-37   7.3876663862e-01
   2.6000000000e-02   1.9083827683e-02   1.1892403799e+03  -1.1893429904e+05   1.1583708864e-01   3.0006657496e-01   4.7092670829e+00   1.5728918812e-10   5.9324477732e-13   1.0615392346e-08   1.5316630302e-01   1.2270604007e-06   1.9214456849e-02   4.4716020853e-09   2.6206166453e-41   4.6712967968e-43   4.0017918197e-38   1.5658590277e-36   8.1761947349e-09   9.6622623454e-02   3.8350158732e-22   3.0970131524e-24   4.7327128018e-35   7.3584600781e-01
   3.0000000000e-02   2.1866994182e-02   1.2917130189e+03  -1.3752535688e+05   1.3099497213e-01   2.7656185993e-01   1.4756959021e+01   7.6214555375e-10   4.7562999614e-12   4.2695461980e-08   1.4142586195e-01   3.5443842384e-06   2.2461245786e-02   1.5116057332e-08   4.0115709406e-38   6.5531743527e-40   9.3570215886e-36   8.8212884296e-35   4.1447292068e-08   1.0853368414e-01   1.6999667493e-20   1.5130828352e-22   1.6532995402e-32   7.3291152968e-01
   3.4000000000e-02   2.4632616917e-02   1.3906389480e+03  -1.5611641471e+05   1.4593620994e-01   2.5713712751e-01   3.7974943430e+01   3.7717957943e-09   3.8747321110e-11   1.7567803076e-07   1.2972249151e-01   9.7588971647e-06   2.5754638895e-02   3.8843253313e-08   3.2828227281e-35   6.2243922402e-37   2.6962586691e-33   8.9304194357e-33   2.2427978653e-07   1.2018134300e-01   5.9741335493e-19   5.2289811285e-21   2.8051837972e-30   7.2996512467e-01
