# L (m)  = 0.8
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   4.8327598173e-03   5.0878444344e+02  -5.3665323431e+04   6.8982351654e-01   2.6891212758e-10   8.5529178543e-15   1.3095132576e-09   2.1259592331e-01   5.5613789248e-08   9.2667570521e-03   2.7014262409e-09   4.4886572347e-31  -5.6066005795e-34  -4.0457872788e-27  -9.9332484269e-27   8.8290938099e-09   1.6393865583e-02   5.2925966326e-24  -2.3686107868e-28  -1.2355276948e-35   7.6174338534e-01
   6.0000000000e-03   1.0074554299e-02   7.3884249761e+02  -8.1813602741e+04   4.7433380948e-01   5.8278455543e-10   2.1124182582e-13   7.8174284996e-09   1.9046484017e-01   2.0472890838e-07   1.8371015077e-02   8.2718672884e-09  -3.2270132782e-27  -1.9040273529e-30  -8.5474899715e-26  -2.1318309370e-26   1.9177408004e-08   3.3957737285e-02   2.5034385298e-22  -2.3423242188e-26  -7.5644929224e-33   7.5720616689e-01
   1.0000000000e-02   1.4519958119e-02   9.1744732584e+02  -1.0846507262e+05   3.8155598773e-01   9.1298226238e-10   1.5405387634e-12   1.8668741704e-08   1.7169597037e-01   7.1423174831e-07   2.5928545786e-02   1.1574574316e-08  -1.7576353187e-32  -1.4158113981e-33  -8.7650408657e-28  -6.7750924482e-27   3.0498907803e-08   4.8863665578e-02   2.6685244816e-21   4.3206004829e-24  -1.9099056291e-34   7.5351104238e-01
   1.4000000000e-02   1.8474186958e-02   1.0684841811e+03  -1.3137582195e+05   3.2730510534e-01   1.5777688136e-09   6.6696192375e-12   4.2228394337e-08   1.5500041195e-01   2.1606935990e-06   3.2578095861e-02   1.2577604916e-08  -1.8020952710e-33  -1.6419807652e-34  -3.4115461680e-29  -9.5990939589e-28   5.0902170691e-08   6.2153360198e-02   1.8049785767e-20   4.0913823529e-23   1.0681466103e-33   7.5026586401e-01
   1.8000000000e-02   2.2092884613e-02   1.2015041239e+03  -1.5212062915e+05   2.9082214734e-01   3.5744456019e-09   2.4084490559e-11   9.8374468819e-08   1.3972057032e-01   5.5266981119e-06   3.8623272555e-02   1.5619193369e-08  -7.3868506062e-34  -6.3732314357e-35  -3.3885631875e-30  -6.5261877822e-29   1.0725897022e-07   7.4348141012e-02   1.2682459301e-19   5.4482804348e-22   5.2224729804e-32   7.4730226456e-01
   2.2000000000e-02   2.5463814367e-02   1.3214817126e+03  -1.7135975895e+05   2.6421597789e-01   9.7125479346e-09   8.7975774626e-11   2.3642557302e-07   1.2548506010e-01   1.2648968383e-05   4.4228502054e-02   2.9013713917e-08  -3.5179936711e-33  -1.4974192277e-34  -6.6031308843e-32  -1.4659992353e-30   2.8797344947e-07   8.5739067259e-02   1.1469797505e-18   7.6713811534e-21   2.8727595600e-30   7.4453415841e-01
   2.6000000000e-02   2.8641953839e-02   1.4313837016e+03  -1.8951064288e+05   2.4375745062e-01   2.9051967920e-08   3.5338519980e-10   5.9877318622e-07   1.1206008380e-01   2.7307169540e-05   4.9492486695e-02   6.5797279739e-08   5.2144348614e-33   1.1758859424e-34   4.7762939853e-31   1.8823685233e-30   9.0155049290e-07   9.6506642736e-02   1.3127861408e-17   1.1143148504e-19   1.7189827475e-28   7.4191188407e-01
   3.0000000000e-02   3.1664551408e-02   1.5331076146e+03  -2.0687947214e+05   2.2743331571e-01   9.0456501366e-08   1.5106442098e-09   1.5590518456e-06   9.9285607532e-02   5.6384212735e-05   5.4477629708e-02   1.3536765370e-07   8.1316920186e-31   2.0791112309e-32   3.4408110202e-29   6.8696514857e-29   3.0216691218e-06   1.0677067245e-01   1.5846083162e-16   1.4824077316e-18   8.0453031205e-27   7.3940489805e-01
   3.4000000000e-02   3.4558245568e-02   1.6279011158e+03  -2.2370648397e+05   2.1405423156e-01   2.7231563467e-07   6.1892190416e-09   3.8877383470e-06   8.7046519040e-02   1.0922749940e-04   5.9224020797e-02   2.3928931421e-07   7.8922878484e-29   2.3259776330e-30   2.0153675578e-27   2.5337653732e-27   9.9424832603e-06   1.1661188392e-01   1.6920351839e-15   1.6229759905e-17   2.5455678278e-25   7.3699400072e-01
