# L (m)  = 0.1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.5000000000e-04   1.8353487729e-03   3.0456847449e+02  -3.5126838690e+04   1.1532535139e+00   7.6227669628e-06   3.2274894118e-24   2.9820483068e-24   2.2967049964e-01   3.5216566687e-19   1.0127002213e-03   1.9522206462e-08  -1.8959674617e-28   5.4120977453e-30   4.8114692030e-15   1.0214006915e-03   4.9693598246e-04   2.3884768762e-03   2.7640868855e-24   6.3296370868e-07   7.3240759828e-28   7.6540171042e-01
   7.5000000000e-04   5.4168816812e-03   3.1344307154e+02  -1.0720119702e+05   1.1184259426e+00   2.2598083435e-05   1.6617824227e-23   1.5057877385e-23   2.2318568787e-01   5.3746172776e-19   2.9796000229e-03   5.7624277960e-08   1.0187170523e-29   7.6398218267e-30   1.4156099150e-14   3.0171644525e-03   1.4690122527e-03   7.0415402591e-03   1.2803719568e-23   1.8614378446e-06   1.5178422226e-26   7.6228247892e-01
   1.2500000000e-03   8.9171429602e-03   3.2203908013e+02  -1.7735515557e+05   1.0865085047e+00   3.7323753416e-05   4.1367815795e-23   5.1083407484e-23   2.1686855979e-01   7.1535313711e-19   4.8906750785e-03   9.4718546564e-08  -5.1142043644e-28  -2.4678977982e-29   2.3314031911e-14   4.9723305620e-03   2.4209917416e-03   1.1570920011e-02   2.8886362309e-23   3.0504980359e-06   9.6962611648e-26   7.5923605293e-01
   1.7500000000e-03   1.2342202954e-02   3.3034494588e+02  -2.4565530501e+05   1.0572234396e+00   5.1814107100e-05   8.4887483956e-23   5.8147556590e-23   2.1071476616e-01   9.3866006943e-19   6.7478541403e-03   1.3074200118e-07  -1.7860706869e-28   1.1757578859e-29   3.2575364867e-14   6.8920223163e-03   3.3541518007e-03   1.5976110231e-02   5.4037111659e-23   4.1983443120e-06   4.0781422037e-25   7.5625895309e-01
   2.2500000000e-03   1.5697778041e-02   3.3835323679e+02  -3.1217011347e+05   1.0303182374e+00   6.6082840913e-05   1.5932037396e-22   1.0364843152e-22   2.0471964532e-01   1.2324589128e-18   8.5531241313e-03   1.6564605860e-07   3.4637790547e-28   1.3269408976e-29   4.2379210289e-14   8.7809193947e-03   4.2697173888e-03   2.0257443680e-02   9.2924243005e-23   5.3037176709e-06   1.3576556395e-24   7.5334759693e-01
   2.7500000000e-03   1.8989225119e-02   3.4605984728e+02  -3.7696790227e+05   1.0055650022e+00   8.0142940804e-05   2.8650922089e-22   1.6595793430e-22   1.9887840156e-01   1.6389409802e-18   1.0308469393e-02   1.9939388780e-07   4.8088740824e-29   1.2798833961e-29   5.3289217176e-14   1.0643297028e-02   5.1688505690e-03   2.4415858249e-02   1.5377953748e-22   6.3657847086e-06   3.8552207026e-24   7.5049841604e-01
   3.2500000000e-03   2.2221548567e-02   3.5346334882e+02  -4.4011549446e+05   9.8275901044e-01   9.4006645675e-05   5.0652310697e-22   2.7601697408e-22   1.9318622005e-01   2.2272257135e-18   1.2015830947e-02   2.3195824579e-07   6.8138879903e-28   2.4787686222e-29   6.5993213580e-14   1.2483064382e-02   6.0526448646e-03   2.8452720029e-02   2.5115154020e-22   7.3840466318e-06   9.7116540124e-24   7.4770789611e-01
   3.7500000000e-03   2.5399414750e-02   3.6056446407e+02  -5.0167734023e+05   9.6171686817e-01   1.0768544374e-04   8.9178249776e-22   4.6555455310e-22   1.8763835678e-01   3.1039478959e-18   1.3677080738e-02   2.6331974460e-07  -2.0935817850e-27   7.5001521905e-31   8.1321678978e-14   1.4303801564e-02   6.9221232950e-03   3.2369691500e-02   4.0994925584e-22   8.3582680980e-06   2.2231886586e-23   7.4497264004e-01
   4.2500000000e-03   2.8527170774e-02   3.6736564227e+02  -5.6171497936e+05   9.4227452274e-01   1.2119008283e-04   1.5689090967e-21   8.3790498811e-22   1.8223018925e-01   4.4247202694e-18   1.5294005434e-02   2.9346544537e-07  -1.1060234325e-27  -2.7753680836e-32   1.0027999550e-13   1.6108793276e-02   7.7782383572e-03   3.6168631591e-02   6.7103164376e-22   9.2884210406e-06   4.7008371676e-23   7.4228936919e-01
