# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   2.0000000000e-03   3.4493403610e+02  -5.7412157583e+04   9.6041544005e-03   1.0176076826e+00   2.3614075432e-06   2.4090301721e-15   1.8333161139e-12   2.2487055511e-01   4.3118335498e-10   4.3415041600e-03   6.5954455843e-07   3.7730601002e-15   2.1900097350e-16   1.7518171587e-07   5.6812744174e-05   1.1786478862e-04   5.1424240444e-03   1.1513850275e-14   1.6425834908e-06   8.4317161928e-19   7.6546600000e-01
   6.0000000000e-03   6.0000000000e-03   4.3255087021e+02  -1.7605158816e+05   2.8766739504e-02   8.0877532177e-01   7.2916745957e-06   5.6483169863e-14   6.0058408500e-12   2.0864915232e-01   1.4899090483e-09   1.3004390510e-02   1.9887332456e-06   3.1485803277e-14   2.0811089918e-15   5.3271490032e-07   1.7853190525e-04   3.5954976548e-04   1.5395507554e-02   1.3428156957e-13   5.0533232360e-06   2.5508293641e-17   7.6239800000e-01
   1.0000000000e-02   1.0000000000e-02   5.1619869614e+02  -2.9469074429e+05   4.7790448776e-02   6.7545409808e-01   1.2841443139e-05   4.7881499772e-13   1.5814307658e-11   1.9254154047e-01   3.6748165924e-09   2.1606099609e-02   3.3558293777e-06   1.1904125444e-13   8.2163514992e-15   9.1626264146e-07   3.2490218508e-04   6.1888003036e-04   2.5552627693e-02   6.5602063101e-13   8.8327851520e-06   2.2811949079e-16   7.5933000000e-01
   1.4000000000e-02   1.4000000000e-02   5.9483844512e+02  -4.1332876336e+05   6.6577293980e-02   5.8419352527e-01   1.9413077316e-05   2.6027535234e-12   4.7978824973e-11   1.7662781484e-01   7.3841332731e-09   3.0103269833e-02   4.7884979140e-06   3.3624497295e-13   2.3028195716e-14   1.3502172297e-06   5.1354996810e-04   9.0686989914e-04   3.5547741170e-02   2.2732293659e-12   1.3195063866e-05   1.2322680896e-15   7.5626200000e-01
   1.8000000000e-02   1.8000000000e-02   6.6756809256e+02  -5.3196314369e+05   8.5022125020e-02   5.1879442503e-01   2.7389378889e-05   9.9396087376e-12   1.5718562922e-10   1.6099367660e-01   1.1917823247e-08   3.8449107320e-02   6.3039398530e-06   7.4913416426e-13   4.9255670488e-14   1.8675762381e-06   7.6371763590e-04   1.2333705013e-03   4.5312257820e-02   5.9815572485e-12   1.8297135082e-05   4.8010829363e-15   7.5319400000e-01
   2.2000000000e-02   2.2000000000e-02   7.3360545726e+02  -6.5058583519e+05   1.0301157379e-01   4.7049252311e-01   3.7119541934e-05   2.9528007712e-11   4.7849026304e-10   1.4573122063e-01   1.6365167794e-08   4.6592843923e-02   7.8994825569e-06   1.4277700605e-12   8.8083641125e-14   2.5125804371e-06   1.0965675930e-03   1.6065481498e-03   5.4775062178e-02   1.3080414270e-11   2.4209030067e-05   1.5675980392e-14   7.5012600000e-01
   2.6000000000e-02   2.6000000000e-02   7.9227575658e+02  -7.6916505909e+05   1.2042460605e-01   4.3416072330e-01   4.8900963389e-05   7.4434278272e-11   1.2257087073e-09   1.3093842311e-01   2.0508060425e-08   5.4479939442e-02   9.5469135613e-06   2.5187335628e-12   1.4333622159e-13   3.3430049743e-06   1.5351697803e-03   2.0323515448e-03   6.3863414099e-02   2.5847782819e-11   3.0889308841e-05   4.6590552963e-14   7.4705800000e-01
   3.0000000000e-02   3.0000000000e-02   8.4302834337e+02  -8.8759638037e+05   1.3713483890e-01   4.0661396869e-01   6.2958383596e-05   1.6817828605e-10   2.5949910125e-09   1.1671720771e-01   2.4771690557e-08   6.2053106684e-02   1.1190454137e-05   4.3537602936e-12   2.2548946920e-13   4.4342817205e-06   2.1041285326e-03   2.5140156065e-03   7.2504758225e-02   4.8751423943e-11   3.8172529339e-05   1.2735861094e-13   7.4399000000e-01
   3.4000000000e-02   3.4000000000e-02   8.8546725043e+02  -1.0056488504e+06   1.5301456544e-01   3.8577599608e-01   7.9423155768e-05   3.4944064812e-10   4.6328307459e-09   1.0317014744e-01   2.9683420731e-08   6.9254136710e-02   1.2746686809e-05   7.5909563662e-12   3.5381788626e-13   5.8846092198e-06   2.8288471149e-03   3.0516685377e-03   8.0629337039e-02   8.9617753601e-11   4.5773945441e-05   3.1492085682e-13   7.4092200000e-01
