# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   2.0000000000e-03   3.6339506275e+02  -3.2400054808e+04   9.3729710460e-03   9.6546768123e-01   1.1105920744e-05   2.2328613884e-08   6.0133396418e-06   2.2512394384e-01   1.2553929978e-05   4.3786794395e-03   1.7469787783e-05   2.8614578594e-12   1.5862432356e-13   4.4076112435e-09   9.2336139159e-07   8.7625171361e-04   4.1069339721e-03   2.1195989868e-11   9.7939594838e-08   3.5827344091e-15   7.6546600000e-01
   6.0000000000e-03   6.0000000000e-03   4.8692087500e+02  -1.0101529882e+05   2.8112051134e-02   7.1747569516e-01   3.3466461691e-05   2.0130813060e-07   1.9865116801e-05   2.0937948474e-01   4.0090698659e-05   1.3133188860e-02   4.6981608393e-05   2.0984774400e-11   1.5272621764e-12   1.4946877903e-08   2.9914105533e-06   2.6349040218e-03   1.2310491790e-02   2.6484492789e-10   3.1874778929e-07   1.4469175400e-13   7.6239800000e-01
   1.0000000000e-02   1.0000000000e-02   6.0529019585e+02  -1.6963040585e+05   4.6826406495e-02   5.7470346420e-01   5.6272618025e-05   8.0968620541e-07   4.0226473816e-05   1.9365212317e-01   7.6986063675e-05   2.1875866964e-02   6.7029091895e-05   7.8868631711e-11   6.1717495215e-12   3.3946067955e-08   5.7594704007e-06   4.4132846101e-03   2.0480982303e-02   1.3218759970e-09   6.2419522509e-07   1.5003533213e-12   7.5933000000e-01
   1.4000000000e-02   1.4000000000e-02   7.1772816662e+02  -2.3824494440e+05   6.5493945479e-02   4.8258073169e-01   7.9840203931e-05   2.3399674940e-06   7.2952482216e-05   1.7795281362e-01   1.2869646903e-04   3.0595564456e-02   7.6248959664e-05   2.7063769987e-10   2.1380864995e-11   7.4281941516e-08   9.8202386722e-06   6.2279575266e-03   2.8590583293e-02   5.0700090086e-09   1.1031290135e-06   8.8505266324e-12   7.5626200000e-01
   1.8000000000e-02   1.8000000000e-02   8.2370370778e+02  -3.0685766353e+05   8.4086523916e-02   4.1864559194e-01   1.0459588386e-04   5.4629223562e-06   1.2655146840e-04   1.6229498149e-01   1.9846374559e-04   3.9278452956e-02   7.5951357551e-05   8.8853807094e-10   6.8723492905e-11   1.6102158707e-07   1.5979300107e-05   8.1003311272e-03   3.6603143949e-02   1.6896631042e-08   1.9068877129e-06   3.8419861858e-11   7.5319400000e-01
   2.2000000000e-02   2.2000000000e-02   9.2290214318e+02  -3.7546453820e+05   1.0256675374e-01   3.7195989454e-01   1.3131426266e-04   1.0880815411e-05   2.1128648530e-04   1.4669773609e-01   2.8849176319e-04   4.7906290394e-02   6.9730979289e-05   2.7944537612e-09   2.0826504996e-10   3.4477569139e-07   2.5409610043e-05   1.0058637040e-02   4.4470512042e-02   5.1162841585e-08   3.3114386911e-06   1.3983795263e-10   7.5012600000e-01
   2.6000000000e-02   2.6000000000e-02   1.0151822098e+03  -4.4404967907e+05   1.2088293427e-01   3.3656505685e-01   1.6153146415e-04   1.9137662939e-05   3.3380052037e-04   1.3119607239e-01   4.0207884562e-04   5.6453078896e-02   6.1308840220e-05   8.5087990041e-09   6.0672442175e-10   7.3182261823e-07   3.9951471700e-05   1.2139751032e-02   5.2128572874e-02   1.4329233784e-07   5.8313143984e-06   4.6148555035e-10   7.4705800000e-01
   3.0000000000e-02   3.0000000000e-02   1.1004677634e+03  -5.1256086862e+05   1.3896181130e-01   3.0896244594e-01   1.9808338751e-04   3.0492762509e-05   4.8841928134e-04   1.1585836401e-01   5.4276625876e-04   6.4880496334e-02   5.2980425468e-05   2.5416827407e-08   1.7294373715e-09   1.5528868214e-06   6.2781028206e-05   1.4390629304e-02   5.9492602272e-02   3.7286486474e-07   1.0430589737e-05   1.4481259908e-09   7.4399000000e-01
   3.4000000000e-02   3.4000000000e-02   1.1785335680e+03  -5.8088263255e+05   1.5669926509e-01   2.8701583439e-01   2.4564287352e-04   4.4779112601e-05   6.5099038206e-04   1.0080549274e-01   7.0857832735e-04   7.3133388627e-02   4.5706070632e-05   7.5111129278e-08   4.8622453621e-09   3.3286672885e-06   9.9936717164e-05   1.6868261840e-02   6.6451971747e-02   9.0279224660e-07   1.8935700034e-05   4.4301179089e-09   7.4092200000e-01
   3.8000000000e-02   3.8000000000e-02   1.2491522758e+03  -6.4878553296e+05   1.7394693251e-01   2.6933075339e-01   3.1106456658e-04   6.1090435866e-05   7.8073473321e-04   8.6225662630e-02   8.8364910808e-04   8.1134917824e-02   3.9826797660e-05   2.2053519604e-07   1.3486465857e-08   7.3030069761e-06   1.6364668418e-04   1.9634547386e-02   7.2866402733e-02   2.0421919600e-06   3.4864564910e-05   1.3315729450e-08   7.3785400000e-01
   4.2000000000e-02   4.2000000000e-02   1.3120764149e+03  -7.1581286359e+05   1.9048808777e-01   2.5497130719e-01   4.0325974136e-04   7.7327462905e-05   8.3049421001e-04   7.2385542054e-02   1.0315081532e-03   8.8776925195e-02   3.5456749872e-05   6.4214973983e-07   3.6661347085e-08   1.6617312790e-05   2.7908201414e-04   2.2738691023e-02   7.8569211806e-02   4.3178197774e-06   6.4848610217e-05   3.9037462742e-08   7.3478600000e-01
   4.6000000000e-02   4.6000000000e-02   1.3669007456e+03  -7.8103993791e+05   2.0599522236e-01   2.4332442024e-01   5.3190198373e-04   8.9856723161e-05   7.6425601070e-04   5.9638030706e-02   1.0959608889e-03   9.5900213618e-02   3.2624411410e-05   1.8175763577e-06   9.5518769601e-08   3.9385726900e-05   4.9657966297e-04   2.6176737169e-02   8.3386369591e-02   8.3696361094e-06   1.1969220083e-04   1.0857568064e-07   7.3171800000e-01
   5.0000000000e-02   5.0000000000e-02   1.4129955233e+03  -8.4252182444e+05   2.1998418941e-01   2.3401011749e-01   7.0313683085e-04   9.3744483756e-05   5.8339374680e-04   4.8403739738e-02   1.0210434961e-03   1.0227350970e-01   3.1148174508e-05   4.7207049460e-06   2.2573686256e-07   9.5383414200e-05   9.0835453866e-04   2.9826138740e-02   8.7181404132e-02   1.4065290917e-05   2.0972117298e-04   2.7009633012e-07   7.2865000000e-01
   5.4000000000e-02   5.4000000000e-02   1.4505985057e+03  -8.9554593345e+05   2.3185397950e-01   2.2664598785e-01   9.1078097226e-04   8.4634909213e-05   3.5084220471e-04   3.9066234456e-02   8.0083610176e-04   1.0761754390e-01   2.9796310792e-05   1.0109976482e-05   4.3840003280e-07   2.2254106006e-04   1.6544955155e-03   3.3400977014e-02   8.9924677612e-02   1.8650929758e-05   3.2489394919e-04   5.4668910883e-07   7.2558200000e-01
   5.8000000000e-02   5.8000000000e-02   1.4855608490e+03  -9.2766877457e+05   2.4115425725e-01   2.2012682133e-01   1.1301214055e-03   6.3401135327e-05   1.6344032938e-04   3.1765408192e-02   5.1920019354e-04   1.1173462409e-01   2.6925888919e-05   1.5691668260e-05   6.2571030881e-07   4.5570164376e-04   2.8851639428e-03   3.6547817122e-02   9.1741694636e-02   1.7743565056e-05   4.1763142620e-04   8.0905265283e-07   7.2251400000e-01
   6.2000000000e-02   6.2000000000e-02   1.5202906545e+03  -9.3534278070e+05   2.4793827321e-01   2.1403285434e-01   1.3292437053e-03   3.9027450993e-05   6.2992878094e-05   2.6280440031e-02   2.8316070806e-04   1.1466640003e-01   2.4372627087e-05   1.6387590376e-05   6.1311411337e-07   7.5571284300e-04   4.6927327973e-03   3.9079025095e-02   9.2863604384e-02   1.1960133023e-05   4.4750843046e-04   8.1818263810e-07   7.1944600000e-01
   6.6000000000e-02   6.6000000000e-02   1.5459033903e+03  -9.3659201160e+05   2.5270845803e-01   2.0952082133e-01   1.4894531009e-03   2.0832380193e-05   2.2477761490e-05   2.2176314000e-02   1.3734835866e-04   1.1666434787e-01   2.0696539305e-05   1.2231131102e-05   4.3234367452e-07   1.0132216546e-03   7.0754752951e-03   4.1043910405e-02   9.3510746658e-02   6.3846404666e-06   4.2753448258e-04   5.9338158157e-07   7.1637800000e-01
   7.0000000000e-02   7.0000000000e-02   1.5628373690e+03  -9.3718973124e+05   2.5603060042e-01   2.0636423840e-01   1.6105372568e-03   1.0780265983e-05   8.3330912310e-06   1.9047414535e-02   6.6054458327e-05   1.1800968440e-01   1.6674203068e-05   7.6834197782e-06   2.5929249583e-07   1.1732652148e-03   9.9377680922e-03   4.2576251878e-02   9.3834126879e-02   3.1739415277e-06   3.8763179325e-04   3.6127697837e-07   7.1331000000e-01
   7.4000000000e-02   7.4000000000e-02   1.5736471518e+03  -9.3793709493e+05   2.5831373304e-01   2.0412697482e-01   1.7005553621e-03   6.1826601318e-06   3.5860481907e-06   1.6623932623e-02   3.5845914241e-05   1.1890586645e-01   1.3248607089e-05   4.8660181507e-06   1.5960007278e-07   1.2560645020e-03   1.3153435019e-02   4.3777805955e-02   9.3929505276e-02   1.7235094644e-06   3.4500052034e-04   2.2193813935e-07   7.1024200000e-01
   7.8000000000e-02   7.8000000000e-02   1.5801079674e+03  -9.3893641411e+05   2.5981520695e-01   2.0252977639e-01   1.7673468872e-03   4.2059836678e-06   1.9068299505e-06   1.4739348509e-02   2.3368336156e-05   1.1947650236e-01   1.0585703159e-05   3.4616250958e-06   1.1192601609e-07   1.2984900489e-03   1.6622158409e-02   4.4709314009e-02   9.3862043696e-02   1.1020012360e-06   3.0589965156e-04   1.5402132960e-07   7.0717400000e-01
